Interactor_A,Interactor_B,Symbol_A,Symbol_B
6285,54795,6285,54795
6285,123811,6285,123811
6285,144402,6285,144402
6285,441521,6285,441521
8550,1978,8550,1978
8550,5594,8550,5594
8550,5597,8550,5597
8550,8427,8550,8427
8550,3329,8550,HSPD1
8550,5596,8550,5596
8550,5601,8550,5601
8550,6137,8550,6137
8550,9261,8550,9261
8550,10454,8550,10454
8550,11315,8550,11315
8550,51599,8550,51599
8550,55143,8550,55143
10488,361,10488,361
10488,362,10488,362
10488,522,10488,522
10488,527,10488,527
10488,587,10488,587
10488,598,10488,598
10488,663,10488,663
10488,664,10488,664
10488,710,10488,710
10488,716,10488,716
10488,1054,10488,1054
10488,1066,10488,1066
10488,1184,10488,1184
10488,1186,10488,1186
10488,1534,10488,1534
10488,1649,10488,1649
10488,2010,10488,2010
10488,2030,10488,2030
10488,2222,10488,2222
10488,2224,10488,FDPS
10488,2697,10488,2697
10488,3054,10488,3054
10488,3162,10488,3162
10488,3163,10488,3163
10488,3177,10488,3177
10488,3488,10488,3488
10488,3732,10488,3732
10488,3775,10488,3775
10488,4000,10488,4000
10488,4712,10488,4712
10488,4758,10488,4758
10488,4783,10488,4783
10488,5349,10488,5349
10488,5354,10488,5354
10488,5360,10488,5360
10488,5376,10488,5376
10488,5727,10488,5727
10488,5780,10488,5780
10488,6189,10488,6189
10488,6342,10488,SCP2
10488,6472,10488,6472
10488,6513,10488,6513
10488,6515,10488,6515
10488,6874,10488,6874
10488,6890,10488,6890
10488,7106,10488,7106
10488,7920,10488,7920
10488,8260,10488,8260
10488,8417,10488,8417
10488,8611,10488,8611
10488,8760,10488,8760
10488,8841,10488,8841
10488,8974,10488,8974
10488,9027,10488,9027
10488,9445,10488,9445
10488,9482,10488,9482
10488,9524,10488,9524
10488,9554,10488,9554
10488,9603,10488,9603
10488,9725,10488,9725
10488,9741,10488,9741
10488,9783,10488,9783
10488,10100,10488,10100
10488,10195,10488,10195
10488,10228,10488,10228
10488,10245,10488,10245
10488,10385,10488,10385
10488,10447,10488,10447
10488,467,10488,467
10488,468,10488,468
10488,1312,10488,1312
10488,4780,10488,4780
10488,6713,10488,6713
10488,10098,10488,10098
10488,10488,10488,10488
10488,10490,10488,10490
10488,10567,10488,10567
10488,10668,10488,10668
10488,10695,10488,10695
10488,10948,10488,10948
10488,11070,10488,11070
10488,11094,10488,11094
10488,11161,10488,11161
10488,22800,10488,22800
10488,22845,10488,22845
10488,22908,10488,22908
10488,23093,10488,23093
10488,23471,10488,23471
10488,23480,10488,23480
10488,25972,10488,25972
10488,27040,10488,27040
10488,28978,10488,28978
10488,29058,10488,29058
10488,50859,10488,50859
10488,51006,10488,51006
10488,51090,10488,51090
10488,51128,10488,51128
10488,51465,10488,51465
10488,51522,10488,51522
10488,51540,10488,51540
10488,51703,10488,ACSL5
10488,51715,10488,51715
10488,53826,10488,53826
10488,54708,10488,54708
10488,54946,10488,54946
10488,54947,10488,54947
10488,55266,10488,55266
10488,55281,10488,55281
10488,55332,10488,55332
10488,55454,10488,55454
10488,55716,10488,55716
10488,55850,10488,55850
10488,55973,10488,55973
10488,55974,10488,55974
10488,56475,10488,56475
10488,56894,10488,56894
10488,57515,10488,57515
10488,58515,10488,58515
10488,60343,10488,60343
10488,64755,10488,64755
10488,78988,10488,78988
10488,78992,10488,78992
10488,79001,10488,79001
10488,79157,10488,79157
10488,79161,10488,79161
10488,79415,10488,79415
10488,79844,10488,79844
10488,79901,10488,79901
10488,80221,10488,80221
10488,80704,10488,80704
10488,80777,10488,80777
10488,81539,10488,81539
10488,81853,10488,81853
10488,81855,10488,81855
10488,83460,10488,83460
10488,84065,10488,84065
10488,84102,10488,84102
10488,84179,10488,84179
10488,84277,10488,84277
10488,84329,10488,84329
10488,84620,10488,84620
10488,84975,10488,84975
10488,91252,10488,91252
10488,91663,10488,91663
10488,91782,10488,91782
10488,92960,10488,PEX11G
10488,94101,10488,94101
10488,94107,10488,94107
10488,113178,10488,113178
10488,113452,10488,113452
10488,114569,10488,114569
10488,116173,10488,116173
10488,125875,10488,125875
10488,132204,10488,132204
10488,133022,10488,133022
10488,135154,10488,135154
10488,145957,10488,145957
10488,153222,10488,153222
10488,192683,10488,192683
10488,200185,10488,200185
10488,222662,10488,222662
10488,340481,10488,340481
10488,345757,10488,345757
10488,441521,10488,441521
10488,100287932,10488,100287932
10488,10682,10488,10682
10488,10978,10488,10978
10488,10987,10488,10987
10488,11136,10488,11136
10488,50489,10488,50489
10488,51114,10488,51114
10488,51310,10488,51310
10488,55530,10488,55530
10488,79053,10488,79053
10488,79073,10488,79073
10488,81839,10488,81839
10488,93210,10488,93210
10488,123606,10488,123606
10488,148327,10488,148327
10488,100652748,10488,100652748
57708,5585,57708,5585
57708,7384,57708,7384
57708,7430,57708,7430
150590,5585,150590,5585
150590,6990,150590,6990
150590,7384,150590,7384
150590,7430,150590,7430
182,4179,182,4179
182,27111,182,27111
182,4301,182,4301
182,57534,182,57534
4179,718,4179,718
4179,5458,4179,5458
4179,9283,4179,9283
4179,10490,4179,10490
4179,157567,4179,157567
4179,26058,4179,26058
27111,1408,27111,1408
27111,1491,27111,1491
27111,1911,27111,1911
27111,2556,27111,2556
27111,3281,27111,3281
27111,5050,27111,5050
27111,5763,27111,5763
27111,6146,27111,6146
27111,6171,27111,6171
27111,8227,27111,8227
27111,8233,27111,8233
27111,10015,27111,10015
27111,10361,27111,10361
27111,10528,27111,10528
27111,10921,27111,10921
27111,11033,27111,11033
27111,23219,27111,23219
27111,4071,27111,4071
27111,10484,27111,10484
27111,27111,27111,27111
27111,27247,27111,27247
27111,51538,27111,51538
27111,51545,27111,51545
27111,54458,27111,54458
27111,54819,27111,54819
27111,55346,27111,55346
27111,55646,27111,55646
27111,55660,27111,55660
27111,79169,27111,79169
27111,83540,27111,83540
27111,84313,27111,84313
27111,84950,27111,84950
27111,91746,27111,91746
27111,92610,27111,92610
27111,118487,27111,118487
27111,152815,27111,152815
27111,200916,27111,200916
27111,220965,27111,220965
27111,222389,27111,222389
27111,285672,27111,285672
27111,286499,27111,286499
27111,441521,27111,441521
27111,51760,27111,51760
183,4833,183,4833
183,8890,183,8890
183,10419,183,10419
183,55876,183,55876
183,84548,183,84548
183,7157,183,7157
183,50618,183,50618
183,154807,183,154807
4833,1032,4833,1032
4833,3064,4833,3064
4833,3818,4833,3818
4833,4830,4833,4830
4833,4831,4833,4831
4833,4023,4833,4023
4833,4833,4833,4833
4833,5689,4833,5689
4833,6399,4833,6399
4833,9021,4833,9021
4833,10204,4833,10204
4833,10482,4833,10482
4833,10519,4833,10519
4833,10597,4833,10597
4833,29922,4833,29922
4833,51564,4833,51564
4833,51691,4833,51691
4833,54902,4833,54902
4833,79637,4833,79637
4833,79839,4833,79839
4833,91647,4833,91647
4833,113878,4833,113878
4833,7428,4833,7428
4833,55845,4833,55845
4833,654364,4833,654364
8890,7428,8890,7428
8890,2353,8890,2353
8890,2628,8890,2628
8890,3818,8890,3818
8890,4023,8890,4023
8890,7384,8890,7384
8890,8892,8890,8892
8890,140739,8890,140739
10419,783,10419,783
10419,813,10419,813
10419,823,10419,823
10419,1195,10419,1195
10419,1198,10419,1198
10419,1207,10419,1207
10419,1312,10419,1312
10419,2051,10419,2051
10419,2335,10419,2335
10419,2353,10419,2353
10419,2622,10419,2622
10419,3297,10419,3297
10419,3717,10419,3717
10419,3818,10419,3818
10419,4023,10419,4023
10419,6924,10419,6924
10419,7384,10419,7384
10419,7412,10419,7412
10419,7428,10419,7428
10419,7534,10419,7534
10419,7549,10419,7549
10419,9775,10419,9775
10419,9796,10419,9796
10419,6331,10419,6331
10419,6737,10419,6737
10419,10419,10419,10419
10419,10569,10419,10569
10419,10946,10419,10946
10419,11072,10419,11072
10419,23390,10419,23390
10419,29789,10419,29789
10419,51497,10419,51497
10419,55082,10419,55082
10419,55147,10419,55147
10419,55352,10419,55352
10419,57805,10419,57805
10419,79084,10419,79084
10419,83732,10419,83732
10419,84950,10419,84950
10419,116225,10419,116225
10419,143684,10419,143684
10419,221302,10419,221302
10419,100129583,10419,100129583
10419,54676,10419,54676
10419,55692,10419,55692
10419,55845,10419,55845
10419,57035,10419,57035
10419,80818,10419,80818
10419,84289,10419,84289
10419,124359,10419,124359
10419,134492,10419,134492
10419,100631383,10419,100631383
55876,5265,55876,5265
55876,3096,55876,3096
55876,3485,55876,3485
55876,5004,55876,5004
55876,5037,55876,5037
84548,2353,84548,2353
84548,2628,84548,2628
84548,3297,84548,3297
84548,3818,84548,3818
84548,4716,84548,4716
84548,7428,84548,7428
84548,4023,84548,4023
398,388,398,388
398,391,398,391
398,10460,398,10460
398,23506,398,23506
398,79036,398,79036
398,84246,398,84246
481,1397,481,1397
481,5720,481,5720
481,55183,481,55183
481,55791,481,55791
481,580,481,580
481,2908,481,2908
481,4087,481,4087
481,6280,481,6280
481,9819,481,9819
481,9830,481,9830
481,23327,481,23327
481,57447,481,57447
481,84623,481,84623
664,596,664,596
664,598,664,598
664,599,664,599
664,663,664,663
664,664,664,664
664,665,664,665
664,3096,664,3096
664,3460,664,3460
664,3895,664,3895
664,4976,664,4976
664,6785,664,6785
664,8834,664,8834
664,9080,664,9080
664,9166,664,9166
664,9445,664,9445
664,10237,664,10237
664,10447,664,10447
664,10484,664,10484
664,10682,664,10682
664,11237,664,11237
664,51075,664,51075
664,51308,664,51308
664,51614,664,51614
664,55800,664,55800
664,56475,664,56475
664,57463,664,57463
664,64581,664,64581
664,79022,664,79022
664,84336,664,84336
664,84522,664,84522
664,84641,664,84641
664,85027,664,85027
664,116173,664,116173
664,116441,664,116441
664,148534,664,148534
664,160760,664,160760
664,200894,664,200894
664,374882,664,374882
664,388662,664,388662
664,440400,664,440400
664,961,664,961
664,2055,664,2055
664,4000,664,4000
664,4686,664,4686
664,5355,664,5355
664,10195,664,10195
664,26984,664,26984
873,873,873,873
873,1161,873,1161
873,5080,873,5080
873,6229,873,6229
873,10048,873,10048
873,5792,873,5792
2768,3320,2768,3320
2768,3563,2768,3563
2805,6128,2805,6128
2805,25890,2805,25890
2805,83862,2805,83862
3716,3184,3716,3184
3716,6776,3716,6776
3716,7267,3716,7267
3996,10048,3996,10048
3996,65057,3996,65057
4927,3732,4927,3732
4927,23636,4927,23636
4927,8021,4927,8021
4927,25909,4927,25909
4946,23077,4946,23077
4946,8204,4946,8204
5110,1738,5110,1738
5110,1743,5110,1743
5110,3028,5110,3028
5110,4719,5110,4719
5110,5631,5110,5631
5110,9657,5110,9657
5110,10978,5110,10978
5110,22934,5110,22934
5110,6647,5110,SOD1
5110,7412,5110,7412
5110,8462,5110,8462
5110,10059,5110,DNM1L
5110,79001,5110,79001
5149,23406,5149,23406
5149,29979,5149,29979
5716,1019,5716,1019
5716,1738,5716,1738
5716,5704,5716,5704
5716,29968,5716,29968
5716,8861,5716,8861
6447,29978,6447,29978
6447,29979,6447,29979
6447,56893,6447,56893
6447,64839,6447,64839
6566,8193,6566,8193
6566,23075,6566,23075
6566,51329,6566,51329
6566,6646,6566,6646
6566,11116,6566,11116
6566,25983,6566,25983
6566,84253,6566,84253
6566,221981,6566,221981
8733,2901,8733,2901
8733,3646,8733,3646
8733,5300,8733,5300
8733,5479,8733,5479
8733,9869,8733,9869
8733,54458,8733,54458
8733,55885,8733,55885
9240,539,9240,539
9240,900,9240,900
9240,1329,9240,1329
9240,4176,9240,4176
9240,5129,9240,5129
9240,5300,9240,5300
9240,5303,9240,5303
9240,5585,9240,5585
9240,6150,9240,6150
9240,6628,9240,6628
9240,6629,9240,6629
9240,6687,9240,6687
9240,6919,9240,6919
9240,7410,9240,7410
9240,7411,9240,7411
9240,7584,9240,7584
9240,7707,9240,7707
9240,8270,9240,8270
9240,8559,9240,8559
9240,8623,9240,8623
9240,8850,9240,8850
9240,9099,9240,9099
9240,4440,9240,4440
9240,5187,9240,5187
9240,9240,9240,9240
9240,9605,9240,9605
9240,9738,9240,9738
9240,10190,9240,10190
9240,10586,9240,10586
9240,10865,9240,10865
9240,11170,9240,11170
9240,23270,9240,23270
9240,23503,9240,23503
9240,23589,9240,23589
9240,25978,9240,25978
9240,26511,9240,26511
9240,27343,9240,27343
9240,27434,9240,27434
9240,29979,9240,29979
9240,51164,9240,51164
9240,51282,9240,51282
9240,51545,9240,51545
9240,53358,9240,53358
9240,54058,9240,54058
9240,54910,9240,54910
9240,54913,9240,54913
9240,55285,9240,55285
9240,55885,9240,55885
9240,55957,9240,55957
9240,56929,9240,56929
9240,57332,9240,57332
9240,57639,9240,57639
9240,60491,9240,60491
9240,63898,9240,63898
9240,64745,9240,64745
9240,65003,9240,65003
9240,65117,9240,65117
9240,65265,9240,65265
9240,79446,9240,79446
9240,80028,9240,80028
9240,81892,9240,81892
9240,81926,9240,81926
9240,84080,9240,84080
9240,84108,9240,84108
9240,84271,9240,84271
9240,84309,9240,84309
9240,84707,9240,84707
9240,84968,9240,84968
9240,85027,9240,85027
9240,85865,9240,85865
9240,90355,9240,90355
9240,90480,9240,90480
9240,112950,9240,112950
9240,128553,9240,128553
9240,138716,9240,138716
9240,145483,9240,145483
9240,163050,9240,163050
9240,170261,9240,170261
9240,220136,9240,220136
9240,220929,9240,220929
9240,221421,9240,221421
9240,283237,9240,283237
9240,284058,9240,284058
9240,375593,9240,375593
9240,9459,9240,9459
9240,26012,9240,26012
9240,54906,9240,54906
9240,56893,9240,56893
9240,57862,9240,57862
9240,84140,9240,84140
9240,117178,9240,117178
9403,10382,9403,10382
9403,25805,9403,25805
9403,51109,9403,51109
9403,55964,9403,55964
9651,8658,9651,8658
9651,3192,9651,3192
10055,3563,10055,3563
10055,4802,10055,4802
10055,5080,10055,5080
10055,5747,10055,5747
10055,6647,10055,SOD1
10055,10054,10055,10054
10055,2271,10055,2271
10055,7341,10055,7341
10055,10059,10055,DNM1L
10313,2260,10313,2260
10313,2859,10313,2859
10313,4000,10313,4000
10313,4208,10313,4208
10313,5780,10313,5780
10313,6642,10313,6642
10313,7013,10313,7013
10313,7357,10313,7357
10313,8405,10313,8405
10313,9363,10313,9363
10313,10038,10313,10038
10313,10087,10313,10087
10313,10313,10313,10313
10313,10423,10313,10423
10313,22908,10313,22908
10313,55012,10313,55012
10313,65009,10313,65009
10313,79666,10313,79666
10313,84067,10313,84067
10313,129531,10313,129531
10313,151393,10313,151393
10313,346157,10313,346157
10409,6647,10409,SOD1
10409,9516,10409,9516
10902,5300,10902,5300
10902,7068,10902,7068
10902,54069,10902,54069
10902,57634,10902,57634
10902,55257,10902,55257
10955,2896,10955,2896
10955,6209,10955,6209
10955,5189,10955,PEX1
10955,10155,10955,10155
11178,862,11178,862
11178,1163,11178,1163
11178,1315,11178,1315
11178,2622,11178,2622
11178,2800,11178,2800
11178,3148,11178,3148
11178,5601,11178,5601
11178,5877,11178,5877
11178,6919,11178,6919
11178,6924,11178,6924
11178,7551,11178,7551
11178,7584,11178,7584
11178,8317,11178,8317
11178,8559,11178,8559
11178,8697,11178,8697
11178,9129,11178,9129
11178,10190,11178,10190
11178,10623,11178,10623
11178,11043,11178,11043
11178,1937,11178,1937
11178,10464,11178,10464
11178,22796,11178,22796
11178,23216,11178,23216
11178,23254,11178,23254
11178,27156,11178,27156
11178,27238,11178,27238
11178,51134,11178,51134
11178,51256,11178,51256
11178,51760,11178,51760
11178,54535,11178,54535
11178,55269,11178,55269
11178,58500,11178,58500
11178,64147,11178,64147
11178,79839,11178,79839
11178,84080,11178,84080
11178,84140,11178,84140
11178,84691,11178,84691
11178,84823,11178,84823
11178,84914,11178,84914
11178,94121,11178,94121
11178,112869,11178,112869
11178,116225,11178,116225
11178,137209,11178,137209
11178,140710,11178,140710
11178,143884,11178,143884
11178,144100,11178,144100
11178,145483,11178,145483
11178,148281,11178,148281
11178,149371,11178,149371
11178,151194,11178,151194
11178,152206,11178,152206
11178,154796,11178,154796
11178,200081,11178,200081
11178,283237,11178,283237
11178,23028,11178,23028
11178,55885,11178,55885
22826,6164,22826,6164
22826,4670,22826,4670
22826,27242,22826,27242
23048,10142,23048,10142
23048,2332,23048,2332
23048,6643,23048,6643
23048,8658,23048,8658
23048,23048,23048,23048
23048,80351,23048,80351
23148,3164,23148,3164
23148,5747,23148,5747
23148,5871,23148,5871
23148,1161,23148,1161
23148,2896,23148,2896
23148,3064,23148,3064
23148,57002,23148,57002
23291,1454,23291,1454
23291,4780,23291,4780
23291,6500,23291,6500
23291,8454,23291,8454
23291,10413,23291,10413
23291,2932,23291,2932
23291,3791,23291,3791
23291,5501,23291,5501
23291,5519,23291,5519
23291,5529,23291,5529
23291,5566,23291,5566
23291,7465,23291,7465
23291,79365,23291,79365
23291,79648,23291,79648
23313,23421,23313,23421
23313,80817,23313,80817
27020,3064,27020,3064
27020,6835,27020,6835
27069,2859,27069,2859
27069,5349,27069,5349
27069,8842,27069,8842
27069,10424,27069,10424
27069,8565,27069,8565
27069,729515,27069,729515
51306,7531,51306,7531
51306,7534,51306,7534
51306,25939,51306,25939
51528,4627,51528,4627
51528,286451,51528,286451
54929,1133,54929,1133
54929,2859,54929,2859
54929,5021,54929,5021
54929,10062,54929,10062
55246,4087,55246,4087
55246,64395,55246,64395
55246,79666,55246,79666
55738,2353,55738,2353
55738,2896,55738,2896
55738,7905,55738,7905
55738,9910,55738,9910
55738,23130,55738,23130
55738,51715,55738,51715
55738,5983,55738,5983
55738,6135,55738,6135
55738,10945,55738,10945
55738,10987,55738,10987
55861,1454,55861,1454
55861,1455,55861,1455
55861,1456,55861,1456
55861,4000,55861,4000
55861,6423,55861,6423
55861,7434,55861,7434
57130,6785,57130,6785
57130,7009,57130,7009
57130,7984,57130,7984
57130,10682,57130,10682
57130,23130,57130,23130
57130,23531,57130,23531
57130,51006,57130,51006
57130,55904,57130,55904
57130,55800,57130,55800
57130,63905,57130,63905
57130,65062,57130,65062
57130,81853,57130,81853
57130,84641,57130,84641
57130,148534,57130,148534
57130,203547,57130,203547
57130,440400,57130,440400
57447,2055,57447,2055
57447,2099,57447,2099
57447,10195,57447,10195
57447,10567,57447,10567
64145,5867,64145,5867
64145,10938,64145,10938
64145,11311,64145,11311
64145,30845,64145,30845
64145,30846,64145,30846
64145,5868,64145,5868
64145,5878,64145,5878
64145,57403,64145,57403
64145,84062,64145,84062
79004,23077,79004,23077
79004,1147,79004,1147
79004,3551,79004,3551
79004,6908,79004,6908
79004,9021,79004,9021
79004,23645,79004,23645
79870,8260,79870,8260
79870,483,79870,483
79870,4214,79870,4214
79870,6045,79870,6045
79870,51550,79870,51550
79870,114876,79870,114876
84717,7013,84717,7013
84717,7014,84717,7014
84717,9410,84717,9410
84717,11315,84717,11315
84717,9601,84717,9601
84717,126961,84717,126961
89801,2859,89801,2859
91039,1810,91039,1810
91039,1936,91039,1936
91039,2332,91039,2332
91039,6487,91039,6487
91039,6628,91039,6628
91039,7381,91039,7381
91039,7802,91039,7802
91039,8462,91039,8462
91039,9330,91039,9330
91039,9818,91039,9818
91039,10049,91039,10049
91039,55845,91039,55845
253782,9554,253782,9554
283232,967,283232,967
283232,1287,283232,1287
283232,2010,283232,2010
283232,5349,283232,5349
283232,5376,283232,5376
283232,5780,283232,5780
283232,5798,283232,5798
283232,8417,283232,8417
283232,9283,283232,9283
283232,9917,283232,9917
283232,10282,283232,10282
283232,10447,283232,10447
283232,22845,283232,22845
283232,23770,283232,23770
283232,27040,283232,27040
283232,28978,283232,28978
283232,29121,283232,29121
283232,51030,283232,51030
283232,51124,283232,51124
283232,51390,283232,51390
283232,53838,283232,53838
283232,56475,283232,56475
283232,56935,283232,56935
283232,79073,283232,79073
283232,79161,283232,79161
283232,79415,283232,79415
283232,79956,283232,79956
283232,84314,283232,84314
283232,85013,283232,85013
283232,112609,283232,112609
283232,116173,283232,116173
283232,116238,283232,116238
283232,125875,283232,125875
283232,144404,283232,144404
283232,149111,283232,149111
283232,151188,283232,151188
283232,154467,283232,154467
283232,154807,283232,154807
283232,157378,283232,157378
283232,387923,283232,387923
57509,3064,57509,3064
57509,6500,57509,6500
57509,6811,57509,6811
57509,8417,57509,8417
57509,2744,57509,GLS
57509,5000,57509,5000
231,90141,231,90141
23787,2931,23787,2931
57787,334,57787,334
57787,4137,57787,4137
57787,10656,57787,10656
57787,4067,57787,4067
57787,9477,57787,9477
57787,79803,57787,79803
65009,522,65009,522
65009,5355,65009,5355
65009,6446,65009,6446
65009,6610,65009,6610
65009,9143,65009,9143
65009,9522,65009,9522
65009,10567,65009,10567
65009,10814,65009,10814
65009,10897,65009,10897
65009,11094,65009,11094
65009,11230,65009,11230
65009,23204,65009,23204
65009,23647,65009,23647
65009,29100,65009,29100
65009,51078,65009,51078
65009,51805,65009,51805
65009,55379,65009,55379
65009,57085,65009,57085
65009,25942,65009,25942
65009,51614,65009,51614
65009,92840,65009,92840
65009,113402,65009,113402
65009,114569,65009,114569
65009,115265,65009,115265
65009,116173,65009,116173
65009,195814,65009,195814
65009,219402,65009,219402
2342,56006,2342,56006
2342,80830,2342,80830
2342,84626,2342,84626
2342,91647,2342,91647
5830,472,PEX5,472
5830,847,PEX5,CAT
5830,1891,PEX5,ECH1
5830,3187,PEX5,3187
5830,3945,PEX5,3945
5830,4591,PEX5,TRIM37
5830,5174,PEX5,5174
5830,5191,PEX5,PEX7
5830,5193,PEX5,PEX12
5830,5195,PEX5,PEX14
5830,5660,PEX5,5660
5830,6277,PEX5,6277
5830,9045,PEX5,9045
5830,10005,PEX5,ACOT8
5830,11146,PEX5,11146
5830,23410,PEX5,23410
5830,51300,PEX5,51300
5830,53346,PEX5,53346
5830,54458,PEX5,54458
5830,54543,PEX5,54543
5830,57532,PEX5,57532
5830,60685,PEX5,60685
5830,64770,PEX5,64770
5830,65981,PEX5,65981
5830,81544,PEX5,81544
5830,90507,PEX5,90507
5830,400720,PEX5,400720
5830,10073,PEX5,10073
5830,11165,PEX5,11165
5830,57182,PEX5,57182
5830,65057,PEX5,65057
5830,11264,PEX5,PXMP4
5830,55825,PEX5,PECR
5830,65084,PEX5,TMEM135
5830,252995,PEX5,FNDC5
5830,51268,PEX5,PIPOX
5830,5189,PEX5,PEX1
5830,5190,PEX5,PEX6
5830,5192,PEX5,PEX10
5830,1610,PEX5,DAO
5830,91734,PEX5,IDI2
5830,8799,PEX5,PEX11B
5830,284273,PEX5,PTGR3
5830,8309,PEX5,ACOX2
5830,8310,PEX5,ACOX3
5830,5264,PEX5,PHYH
5830,84129,PEX5,ACAD11
5830,6648,PEX5,SOD2
5830,5824,PEX5,PEX19
5830,5825,PEX5,ABCD3
5830,9409,PEX5,PEX16
5830,5827,PEX5,PXMP2
5830,6342,PEX5,SCP2
5830,224,PEX5,ALDH3A2
5830,84188,PEX5,FAR1
5830,8540,PEX5,AGPS
5830,373156,PEX5,GSTK1
5830,3295,PEX5,HSD17B4
5830,23417,PEX5,MLYCD
5830,10455,PEX5,ECI2
5830,5830,PEX5,PEX5
5830,225,PEX5,ABCD2
5830,91452,PEX5,ACBD5
5830,23305,PEX5,ACSL6
5830,84896,PEX5,ATAD1
5830,1384,PEX5,CRAT
5830,54677,PEX5,CROT
5830,26061,PEX5,HACL1
5830,3417,PEX5,IDH1
5830,54996,PEX5,MTARC2
5830,4598,PEX5,MVK
5830,10478,PEX5,SLC25A17
5830,11001,PEX5,SLC27A2
9404,862,9404,862
9404,2185,9404,2185
9404,2908,9404,2908
9404,3987,9404,3987
9404,4692,9404,4692
9404,5597,9404,5597
9404,5609,9404,5609
9404,5747,9404,5747
9404,7414,9404,7414
9404,7728,9404,7728
9404,9814,9404,9814
9404,51317,9404,51317
9404,55272,9404,55272
9404,55885,9404,55885
9404,57088,9404,57088
9404,130271,9404,130271
9404,257160,9404,257160
26511,1039,26511,1039
26511,2192,26511,2192
26511,5458,26511,5458
26511,5465,26511,5465
26511,8940,26511,8940
26511,10126,26511,10126
26511,25894,26511,25894
26511,8313,26511,8313
26511,64395,26511,64395
26511,79666,26511,79666
26511,80817,26511,80817
26511,339344,26511,339344
26511,50618,26511,50618
26511,84080,26511,84080
54902,353,54902,353
54902,2271,54902,2271
54902,3064,54902,3064
54902,5947,54902,5947
54902,6909,54902,6909
54902,7317,54902,7317
54902,8557,54902,8557
54902,9079,54902,9079
54902,10868,54902,10868
54902,27243,54902,27243
54902,29082,54902,29082
54902,51652,54902,51652
54902,27429,54902,27429
54902,51510,54902,51510
54902,56006,54902,56006
54902,56478,54902,56478
54902,63898,54902,63898
54902,79068,54902,79068
54902,79643,54902,79643
54902,79803,54902,79803
54902,84456,54902,84456
54902,84908,54902,84908
54902,388753,54902,388753
54902,100287171,54902,100287171
54902,65109,54902,65109
55262,23585,55262,23585
55262,55262,55262,55262
55262,375567,55262,375567
57213,2905,57213,2905
57213,51409,57213,51409
57213,55697,57213,55697
57213,885,57213,885
57213,2934,57213,2934
57213,3092,57213,3092
57213,55660,57213,55660
254956,8520,254956,8520
254956,9099,254956,9099
254956,84080,254956,84080
342371,3096,342371,3096
342371,6909,342371,6909
342371,8301,342371,8301
342371,9611,342371,9611
342371,10865,342371,10865
342371,23185,342371,23185
342371,23201,342371,23201
342371,54715,342371,54715
342371,64718,342371,64718
342371,322,342371,322
342371,1487,342371,1487
342371,1601,342371,1601
342371,2037,342371,2037
342371,2521,342371,2521
342371,3516,342371,3516
342371,4077,342371,4077
342371,4147,342371,4147
342371,4152,342371,4152
342371,4817,342371,4817
342371,6601,342371,6601
342371,6720,342371,6720
342371,7070,342371,7070
342371,7916,342371,7916
342371,8161,342371,8161
342371,9139,342371,9139
342371,9169,342371,9169
342371,9321,342371,9321
342371,9415,342371,9415
342371,9555,342371,9555
342371,10147,342371,10147
342371,11332,342371,11332
342371,23053,342371,23053
342371,23131,342371,23131
342371,23132,342371,23132
342371,23264,342371,23264
342371,23271,342371,23271
342371,23587,342371,23587
342371,26205,342371,26205
342371,29085,342371,29085
342371,30815,342371,30815
342371,51754,342371,51754
342371,54882,342371,54882
342371,55249,342371,55249
342371,64121,342371,64121
342371,64745,342371,64745
342371,79868,342371,79868
342371,84181,342371,84181
342371,84632,342371,84632
342371,84726,342371,84726
342371,84866,342371,84866
342371,114785,342371,114785
342371,342371,342371,342371
342371,342667,342371,342667
2104,472,2104,472
2104,670,2104,670
2104,818,2104,818
2104,2103,2104,2103
2104,1854,2104,1854
2104,2104,2104,2104
2104,4163,2104,4163
2104,5080,2104,5080
2104,5629,2104,5629
2104,5705,2104,5705
2104,8204,2104,8204
2104,8648,2104,8648
2104,9258,2104,9258
2104,10011,2104,10011
2104,10682,2104,10682
2104,10891,2104,10891
2104,10922,2104,10922
2104,10957,2104,10957
2104,11170,2104,11170
2104,23016,2104,23016
2104,23279,2104,23279
2104,55629,2104,55629
2104,55809,2104,55809
2104,57698,2104,57698
2104,60561,2104,60561
2104,79753,2104,79753
2104,80258,2104,80258
2104,84645,2104,84645
2104,133522,2104,133522
2104,220929,2104,220929
2104,401466,2104,401466
6095,1454,6095,1454
6095,5705,6095,5705
6095,5629,6095,5629
6095,8648,6095,8648
6095,10957,6095,10957
6095,10987,6095,10987
6095,55629,6095,55629
6095,55885,6095,55885
6095,64324,6095,64324
6095,79364,6095,79364
6095,79365,6095,79365
196483,3251,196483,3251
196483,5575,196483,5575
196483,7584,196483,7584
196483,7760,196483,7760
196483,8100,196483,8100
196483,56952,196483,56952
196483,57536,196483,57536
196483,253639,196483,253639
191,191,191,191
191,79078,191,79078
191,91369,191,91369
191,6782,191,6782
191,7013,191,7013
191,10059,191,DNM1L
191,23376,191,23376
191,150274,191,150274
79078,1967,79078,1967
79078,55805,79078,55805
79078,79078,79078,79078
79078,388324,79078,388324
91369,5300,91369,5300
91369,5983,91369,5983
91369,3908,91369,3908
91369,91369,91369,91369
196,904,196,904
196,5925,196,5925
196,8648,196,8648
